,Foreign Founders Welcome Dinner [Tech Week],October 6,6:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/nXXWLDLo9kr1oCxnNsXL
,The AI Infrastructure Race: Building Data Centers [Tech Week],October 6,11:00am,"Dogpatch, San Francisco, CA",https://partiful.com/e/wwMP9lVRwBzty38vnOKC
,Mind the Gap: Bridging Product Vision & AI Coding with Spec [Tech Week],October 6,5:00pm,"Dogpatch, San Francisco, CA",https://partiful.com/e/rGpaRhgCLAzFl6VoeJKm
,"SFTW CFO Brunch w/ A16Z, Carta, Deel, Rillet [Tech Week]",October 6,10:30am,"Duboce Triangle, San Francisco, CA",https://partiful.com/e/liv01x6aVVJdjmaf371I
,Day Zero Founder Dinner - Leaving AI Labs + Big Tech to Start the Next Big Thing in AI [Tech Week],October 6,6:00pm,"North Beach, San Francisco, CA",https://partiful.com/e/9AIZi81ycjOm0N8mKocm
,Paint & Sip:Creative Connections Night [Tech Week],October 6,5:00pm,"Haight Ashbury, San Francisco, CA",https://partiful.com/e/IFAFue9CJ97QQV2Etq6j
,B2B Pricing in the AI Era Panel [Tech Week],October 6,5:30pm,"Salesforce Park, San Francisco, CA",https://partiful.com/e/hChrFYjAm0qGL887THmp
,Building Medicines: Resilience Across the Product Lifecycle [Tech Week],October 6,5:30pm,"SOMA, San Francisco, CA",https://partiful.com/e/fxUumY5RKnDFtNsqv0pC
,Big Design Energy! (Design Demos) [Tech Week],October 6,5:30pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/oU4lQqo7ywxBx0roTIa8
,Ground Truth: Building the Geospatial Brain for AI [Tech Week],October 6,12:00pm,"Embarcadero, San Francisco, CA",#
,Best Practices for Term Sheets for Founders [Tech Week],October 6,10:30am,"Downtown (SF), San Francisco, CA",https://partiful.com/e/mBDs3LJ4eDBSL6XiFDM1
,Scaling Reliability with AI – Rooftop Views of SF w/ Rootly AI x Elastic x Endor Labs [Tech Week],October 6,5:00pm,"Union Square (SF), San Francisco, CA",https://partiful.com/e/I3ZfDzEyDXRbANtt1YjG
,Web3 & AI Pitch Competition [Tech Week],October 6,10:00am,"Civic Center, San Francisco, CA",https://partiful.com/e/oqD5QjDR2FG9MrGgMwXV
,Female Creators and Investors Dinner [Tech Week],October 6,6:00pm,"Union Square (SF), San Francisco, CA",#
,Decoded: The Tech Behind Music [Tech Week],October 6,5:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/wzLEvg4JiktYt1tlIicG
,MCP Hackathon by Leanmcp [Tech Week],October 6,8:00am,"Salesforce Park, San Francisco, CA",https://partiful.com/e/BnTcUvtOYrDCpqHao9OB?
,EF and Convex Pitch Night + Jam [Tech Week],October 6,5:30pm,"Potrero Hill, San Francisco, CA",https://partiful.com/e/vcjfKOrdG8hLHT3ngUgD
,Automation Leaders Dinner [Tech Week],October 6,6:30pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/kfjHknKYWLLEiEYVNlK0
,Meet SF's Early Stage Founders and Investors [Tech Week],October 6,4:00pm,"Rincon Hill, San Francisco, CA",https://partiful.com/e/LWgWHqDfXik6i3JN5Fsv
,Vectors Capital LP/GP Happy Hour [Tech Week],October 6,5:00pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/TBLwJLAZ9hcf5dyodrtR
,AI Founders Lunch by Cherry Hill Advisory [Tech Week],October 6,12:30pm,"SOMA, San Francisco, CA",https://partiful.com/e/QWr7cQznPCQmpwCOYXXj
,Surf Meetup for Founders and Investors [Tech Week],October 6,7:30am,"Ocean Beach, San Francisco, CA",https://partiful.com/e/xicUYmqzgBrVt3mDCAER
,Deel Presents... AI Under the Hood: How Early-Stage Founders Are Building AI-First [Tech Week],October 6,4:00pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/zpFmcJ1324XaTO55D8gi
,Sports Tech Panel [Tech Week],October 6,5:30pm,"SOMA, San Francisco, CA",https://partiful.com/e/N8y6ireIA4zNr8XbHFJi
,Founders Bay Deep Tech & AI Pitch Night [Tech Week],October 6,5:30pm,"SOMA, San Francisco, CA",https://partiful.com/e/OwatjLoMlMi5xbflD4mV
,Agentic AI: what's hot and what's not [Tech Week],October 6,5:00pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/CaqUobRW43pM9kmrzfi6
,Evals Are the New Crash Tests: Safely Scaling Conversational AI [Tech Week],October 6,6:30pm,"SOMA, San Francisco, CA",https://partiful.com/e/muSCq8yMwweuKypeLtNz?f=1
,"The AI Prototyping Revolution: Build, Test, and Iterate Faster than Ever [Tech Week]",October 6,4:00pm,"Downtown (SF), San Francisco, CA",https://partiful.com/e/DddKiD3DTx5KKm5o0pQj
,Listen to Her: Founders Who Speak [Tech Week],October 6,5:30pm,"Stanford, San Francisco, CA",https://partiful.com/e/ic4Sm8hnrNnTTZk7r3Gk
,Funded Female Founders III [Tech Week],October 6,5:15pm,"SOMA, San Francisco, CA",https://partiful.com/e/UhQcpn0u8AgnaDIa3XHR
,VC Networking Luncheon [Tech Week],October 6,11:00am,"Downtown (SF), San Francisco, CA",https://partiful.com/e/F0EdJg6QWiop53guP8O2
,Female Creators and Investors Dinner [Tech Week],October 6,6:00pm,"Union Square (SF), San Francisco, CA",https://partiful.com/e/Wq7Nfr0z6iF0lQIIOocR
,Allies in Action: Women in Tech & Venture Mixer [Tech Week],October 6,4:00pm,"Union Square (SF), San Francisco, CA",https://partiful.com/e/5XgM3TsPXjn9oTHimOQa
,Simulations and Post-training in AI Agents [Tech Week],October 6,7:30am,"SOMA, San Francisco, CA",https://partiful.com/e/bMSrgOgmQL3PbhZTsXqA
,The Grid Innovation Happy Hour [Tech Week Edition] [Tech Week],October 6,5:00pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/CEyq9tIKcH3webLPfKNG
,"Sustainable AI: Energy, Water, and the Future of Growth [Tech Week]",October 6,12:30pm,"San Francisco, CA",https://partiful.com/e/YSl0eZn7GjDlImCoLUGr
,Above the Bay: Founder's Rooftop Night [Tech Week],October 6,5:00pm,"South Beach, San Francisco, CA",https://partiful.com/e/daYrLXdlkNF1iIBueFwe
,Coffee Rave for AI Builders [Tech Week],October 6,9:00am,"FiDi (SF), San Francisco, CA",https://partiful.com/e/M8kfxHpSuBxXQiSzzSJt
,Space Data Gold Rush [Tech Week],October 6,6:00pm,"Union Square (SF), San Francisco, CA",https://partiful.com/e/aLezvAJNBpLU3Jz21ktF
,Inception Cohort 19 Demo Day [Tech Week],October 6,4:30pm,"SOMA, San Francisco, CA",https://partiful.com/e/8r5d0IAxLM4LyTpKM6NN
,Benefits & Backhands - Pickleball Tournament [Tech Week],October 6,11:30am,"SOMA, San Francisco, CA",https://partiful.com/e/MHzh4E3GonLnNEEFEIOl
,LLM Post-Training in the Agentic Era [Tech Week],October 6,1:30pm,"SOMA, San Francisco, CA",https://partiful.com/e/wZ5lZM98X4TRba7YExaC
,"Money, AI & Privacy: Curated Book Stations Social [Tech Week]",October 6,7:00pm,"Mission, San Francisco, CA",https://partiful.com/e/fgPoRflz7sTAvciXYdQd
,The Human Edge in an AI World [Tech Week],October 6,12:00pm,"Virtual (SF), San Francisco, CA",https://partiful.com/e/BnppkLJlo8gcgENHQu9E
,Convo AI World Hackathon Kickoff [Tech Week],October 6,5:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/RxONyR9Le7Iq50TeWZk3
,HH W/ Beacon AI Founding Team [Tech Week],October 6,6:00pm,"Mission Bay, San Francisco, CA",https://partiful.com/e/dOW8tvwAF3XQzDkHYFyz
,Hotel Bubbl Club [Tech Week],October 6,4:00pm,"Union Square (SF), San Francisco, CA",https://partiful.com/e/juiDF794kzyAmgDmHooE
,Bubbl Curated Co-living Housing for SF Tech Week [Tech Week],October 6,8:00am,"SOMA, San Francisco, CA",https://partiful.com/e/JOQy94SIyyr6xYUkZZJl
,The Next Wave of Dev Tools [Tech Week],October 6,5:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/02GXzbksiNSZ3pQKCAGR
,Bad Ideas Build Day [Tech Week],October 6,9:00am,"SOMA, San Francisco, CA",https://partiful.com/e/zPVgsKpOeB9xQ8b39VPw
,TechWalk (SF) [Tech Week],October 6,8:30am,"Golden Gate Park, San Francisco, CA",https://partiful.com/e/jjG6vaGfigpm3NZvFzoD
,GP:LP Private Lunch [Tech Week],October 7,12:30pm,"San Francisco, CA",https://partiful.com/e/6YwVonAHREKrAelpTyzI?
,Is Trump Continuing the Wrath of Khan? [Tech Week],October 7,2:00pm,"San Francisco, CA",https://partiful.com/e/zL8uaogBsFTrTyXnOpWz
,Founders Who Scale Startup Pitch Challenge [Tech Week],October 7,12:00pm,"San Francisco, CA",https://partiful.com/e/wwREwXTUrarqmetG13EE
,Is AI the New Referee? with The Information & IBM [Tech Week],October 7,5:30pm,"SOMA, San Francisco, CA",https://partiful.com/e/yD444jBFc7VjQuYYzfCd?
,AI-Native Work: Changing Software and Productivity [Tech Week],October 7,5:30pm,"San Francisco, CA",https://partiful.com/e/8QCs1YbpPjse2qJsr6XA
,Exante Finance & Ops Barry's Class [Tech Week],October 7,8:15am,"San Francisco, CA",https://partiful.com/e/q1WNZiJf0FRkSy8S5Caz
,Texting your AI Friend [Tech Week],October 7,6:00pm,"San Francisco, CA",https://partiful.com/e/tj9p3CWiVRT2eGsIIRTL
,"AI, Infra, & the Future of Generative Media [Tech Week]",October 7,4:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/AH9DmLnRAMiHc5VzuWP6
,Celebrating the Cyber60: Where Cybersecurity Innovation Meets Investment [Tech Week],October 7,4:00pm,"FiDi (SF), San Francisco, CA",https://pages.awscloud.com/NAMER-field-T3-cyber60-showcase-lightspeed-2025-reg-event.html?trk=ffa2c4c9-8a4a-4a60-a258-b061e7c14cad&sc_channel=el
,AI in Finance [Tech Week],October 7,4:00pm,"San Francisco, CA",#
,"Navigating Capital Markets: Insights, Strategies, and Leadership [Tech Week]",October 7,8:00am,"SOMA, San Francisco, CA",https://partiful.com/e/jJm5Rr0G9v2zQ4hb0MH5
,Anthropic AI Founder Salon [Tech Week],October 7,2:00pm,"Downtown (SF), San Francisco, CA",https://partiful.com/e/hUd3ekBEfQG0ZIfWtqj4
,Funding New Frontiers: Deep Tech Investors Mixer [Tech Week],October 7,5:30pm,"San Francisco, CA",https://partiful.com/e/lqsq0ZvNZ9xbVEktKvxn
,Fitofan AI Sport Forum [Tech Week],October 7,4:30pm,"San Francisco, CA",https://partiful.com/e/JzzFMcwCM5od4HSD40AE
,BUILD the Future [Tech Week],October 7,5:30pm,"San Francisco, CA",#
,APIGTM - the API Growth Conference [Tech Week],October 7,12:00pm,"San Francisco, CA",https://partiful.com/e/qdFeSYSXmeVfui2PGVdv
,500 Global Korea [Tech Week],October 7,10:00pm,"San Francisco, CA",#
,The Future of Agentic AI & MCP [Tech Week],October 7,6:00pm,"San Francisco, CA",https://partiful.com/e/dpPZhCbUzcc4HOJZNl9u
,How Agentic AI is Redefining Talent Management for the New Workforce [Tech Week],October 7,5:00pm,"San Francisco, CA",https://partiful.com/e/BU9msVahdlG8WarKGE7N
,1 Person 1B Company [Tech Week],October 7,12:00pm,"San Francisco, CA",https://partiful.com/e/cecR0lBUB2r0u2MiLT6e
,GO for Growth with Workday Financials [Tech Week],October 7,5:00pm,"San Francisco, CA",https://partiful.com/e/1rdb15Yle8qlFOTFRWnO?
,Unlocking Non-Dilutive Equity [Tech Week],October 7,4:00pm,"San Francisco, CA",#
,Founders Dinner by SparkLabs [Tech Week],October 7,6:00pm,"San Francisco, CA",https://partiful.com/e/BQ7olN70o5eCziM4DTdL
,Overlook x a16z speedrun Investor Dinner [Tech Week],October 7,6:00pm,"San Francisco, CA",https://partiful.com/e/oYJsncQ86pZBM7epl6rs
,a16z speedrun Demo Day (SR005) [Tech Week],October 7,9:00am,"SOMA, San Francisco, CA",https://partiful.com/e/cGNtH8rVcfosm1tLtMLS
,VCPE & Family Offices DINNER @ OLHSO HOUSE [Tech Week],October 7,6:00pm,"San Mateo, San Francisco, CA",https://partiful.com/e/fz131RptYTXYhBl8izNF
,Dev Workshop & Mixer: Prompts to Pints with Reka [Tech Week],October 7,4:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/OjwDwQUA0gI6gS20at29
,Dealroom: Robotics & AI Tackling Labor Shortages [Tech Week],October 7,6:00pm,"Cow Hollow, San Francisco, CA",https://partiful.com/e/qzUCgSV8nVKQOiG3h7bV?
,Low-Latency Club AI Meetup [Tech Week],October 7,7:00pm,"Downtown (SF), San Francisco, CA",https://partiful.com/e/jht6V6eW8MY6Zygypb88
,TA & HR Leaders - Happy Hour & Mixer [Tech Week],October 7,5:30pm,"San Mateo, San Francisco, CA",https://partiful.com/e/PavLU8L7nKWwvYnPrXoc
,Rumi Launch: Streaming as Signal [Tech Week],October 7,6:00pm,"FiDi (SF), San Francisco, CA",#
,Building Replit Agent [Tech Week],October 7,5:00pm,"Dogpatch, San Francisco, CA",https://partiful.com/e/TcD2j2ULBAnuoz43wfzE
,Healthtech Social [Tech Week],October 7,6:00pm,"North Beach, San Francisco, CA",https://partiful.com/e/ivK3YKXFIXMvCnknj00x
,Virio GTM Dinner [Tech Week],October 7,7:00pm,"Ocean Beach, San Francisco, CA",https://partiful.com/e/HZQYdPX9Kuzm6wOVFWUw
,AI and Accounting Dinner with Rillet and a16z [Tech Week],October 7,6:30pm,"Nob Hill, San Francisco, CA",https://partiful.com/e/3snAtYIzgwHzUin70G47
,Dev Workshop & Mixer: Prompts to Pints with Reka [Tech Week],October 7,4:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/OjwDwQUA0gI6gS20at29
,Perplexity at [Tech Week],October 7,7:00pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/eTKw6p4IzVoLgz6Vsmug
,Founders Cold Plunge [Tech Week],October 7,7:00am,"SOMA, San Francisco, CA",https://partiful.com/e/ErLSMc5kVJLSER0HRMNR
,Singularity of Augmented Collective Intelligence [Tech Week],October 7,6:00pm,"Marina, San Francisco, CA",https://partiful.com/e/J9tmWY7aBn9fn0Be7vxr
,AI Talks & Demo Night at Qlay [Tech Week],October 7,5:30pm,"Downtown (SF), San Francisco, CA",https://partiful.com/e/kReOnFCVMNLpkajPEtMy
,Barry's Bootcamp with Ty Montgomery [Tech Week],October 7,8:00am,"Castro, San Francisco, CA",https://partiful.com/e/eBAWJ970Aq9BUUZfPdLr
,"Brisket, Bots, & Breakthroughs [Tech Week]",October 7,6:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/uJpARIXnWONmPPBIqpGN
,R42 Longevity Morning Yoga [Tech Week],October 7,8:30am,"Marina, San Francisco, CA",https://partiful.com/e/YK8mti4Uh1aqopNHHJSn
,Agents vs. Humans Ping Pong Tournament [Tech Week],October 7,6:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/gKxzrqAgWxsP1otpMi6U
,Breaking the Red Tape: Tech Innovation in Public Sector [Tech Week],October 7,5:30pm,"Embarcadero, San Francisco, CA",https://partiful.com/e/lvpXSdul2KKqiLn9jZ32
,"The US Expansion Blueprint w/ Deel, SVB and Qapita [Tech Week]",October 7,12:00pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/rKNQnC9nICChMsT0Cqt1
,SF Marketers Tech Week Dinner [Tech Week],October 7,6:00pm,"Embarcadero, San Francisco, CA",https://partiful.com/e/YjbJBzADEHUS5sTAjbeg
,500 Global's Flagship Accelerator Batch 36 Demo Day [Tech Week],October 7,3:00pm,"North Beach, San Francisco, CA",#
,Consumer AI VIP Breakfast | Hosted by Inworld [Tech Week],October 7,9:00am,"Mission, San Francisco, CA",https://partiful.com/e/M9KtW98C7hjHENlHQHuX
,From Risk to Resilience: Building the Future of International Cleantech Innovation [Tech Week],October 7,6:00pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/Ri3PzwsinwHGIYj6GThu
,Safety and Security as a Product Strategy [Tech Week],October 7,5:30pm,"South Beach, San Francisco, CA",https://partiful.com/e/5ulvVmpQCBfmtWudQcjZ
,Unlocking AI-Ready Data for Startups with Shutterstock [Tech Week],October 7,5:00pm,"SOMA, San Francisco, CA",#
,Trust on Toast: Meet the AI shaping enterprise [Tech Week],October 7,8:00am,"Downtown (SF), San Francisco, CA",https://partiful.com/e/OH8T8iinINbJFlblYn7B
,Network Power: Leveraging San Francisco for Emerging Startup Ecosystems [Tech Week],October 7,6:00pm,"Chinatown, San Francisco, CA",https://partiful.com/e/fjBEYp4hj1aduqv2si1B
,Panel Discussion: Building Resilient AI [Tech Week],October 7,5:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/5oDk5JC6mLNkGjcyxYUZ
,Vibe Data Apps Coding Breakfast [Tech Week],October 7,10:30am,"SOMA, San Francisco, CA",https://partiful.com/e/62Qs7gmUTOzX8npG79OA
,The New Startup GTM Playbook [Tech Week],October 7,12:00pm,"Mission, San Francisco, CA",https://partiful.com/e/58uWNlsdzLQCPz0kxxkt
,"AI Founder Showcase: Demos, Insights & Mixer [Tech Week]",October 7,5:00pm,"South Beach, San Francisco, CA",https://partiful.com/e/32tyVP7d8IzSpk8Z6DQQ
,TRAC VC's Cocktails & Unicorns [Tech Week],October 7,5:00pm,"SOMA, San Francisco, CA",#
,Vertical AI: Founders + Funders Speed Dating [Tech Week],October 7,4:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/NxRTSCJoNKyIPXMpu10p
,"AI for Training & Education: Happy Hour with Curated Networking, Live Demos & Industry Presentations [Tech Week]",October 7,5:30pm,"Civic Center, San Francisco, CA",#
,Early-Stage B2B Tech Founders & Funders Breakfast [Tech Week],October 7,8:30am,"Union Square (SF), San Francisco, CA",https://partiful.com/e/Lg4uc5gXer07ewJG3JOa
,Monetizing your AI product fast [Tech Week],October 7,12:00pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/JiEcWMA75Dj9VIrSxZeV
,Yes SF Founders Brew [Tech Week],October 7,4:00pm,"Downtown (SF), San Francisco, CA",https://partiful.com/e/qgMD61LcAh9ZNGEuVkpR
,"Contextual Agentic AI – Build Agents That Think, Remember, and Act [Tech Week]",October 7,4:00pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/rFdbHkJS6jI5pWCcNdSL
,Google Cloud & Sequoia at The Stadium [Tech Week],October 7,5:00pm,"South Beach, San Francisco, CA",https://partiful.com/e/umFQkxpiKmoTSOcqqzmg
,AI x Free Protein - Open House @ The Protein Bar [Tech Week],October 7,6:00pm,"South Beach, San Francisco, CA",#
,AI for Energy & Infrastructure [Tech Week],October 7,4:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/oteBvmXDw25kfayOMAB1
,How AI is reshaping the legal industry [Tech Week],October 7,6:00pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/gXnxlclraDXC2pNFTn2K
,Unlock Apple's Corporate Advantage for your Startup！ [Tech Week],October 7,9:30am,"SOMA, San Francisco, CA",https://partiful.com/e/Zzp3ArCXUBTmzf7TYCcS
,"Lasers, AI & Defence Against the Dark Arts (Vol 2) [Tech Week]",October 7,6:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/CrOZev8WaRs0Kc7v4pFr
,Global Innovation Forum: Transforming Education & Healthcare with AI for Global Futures [Tech Week],October 7,9:00am,"FiDi (SF), San Francisco, CA",https://partiful.com/e/sN4J6mrLqqXAVXNPWp95
,Immigrant Edge: Investing in Borderless Founders [Tech Week],October 7,9:00am,"Downtown (SF), San Francisco, CA",https://partiful.com/e/fBEc6mxW9BUUki1ZSFzR
,Money meets Margaritas: AI Edition [Tech Week],October 7,4:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/NK7kZ41n5I4QvmeCsWWh
,Winning Attention in the Age of AI [Tech Week],October 7,9:00am,"Marina, San Francisco, CA",https://partiful.com/e/dVIWQoxKUOK36R0KfyR0
,PowerTechs Product Launch [Tech Week],October 7,6:00pm,"FiDi (SF), San Francisco, CA",#
,FUTURE of 3D GenAI content production [Tech Week],October 7,9:00am,"North Beach, San Francisco, CA",#
,Dinner & Poker [Tech Week],October 7,6:30pm,"Mission, San Francisco, CA",https://partiful.com/e/wg2kGjlDRYflmEef7mAA
,Sliders & Sake: A U.S.-Japan Tech Soiree [Tech Week],October 7,5:30pm,"FiDi (SF), San Francisco, CA",https://partiful.com/e/EnquiMTc0VJkpeK2kuBZ
,AI Video is Eating the World [Tech Week],October 7,5:00pm,"SOMA, San Francisco, CA",https://partiful.com/e/lcXhcCCsb3VRhNtTVUvs
,Reimagining Education with AI Happy Hour [Tech Week],October 7,5:30pm,"Mission, San Francisco, CA",https://partiful.com/e/zqQlSoZlOkwqX04g9YOd
,Neuroscience of Attention: CMO's Breakfast [Tech Week],October 7,9:00am,"Mission, San Francisco, CA",https://partiful.com/e/vyxhoISTRHuubSy5YsBk
,Borderless Tech Careers: Global Scaling Strategies [Tech Week],October 7,8:00am,"San Francisco, CA",https://partiful.com/e/mbQwOAuNiiubED9NyzLd
